traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
596,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47573387e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
597,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4762962e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
598,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47685825e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
599,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47742057e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
600,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47798262e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
601,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47854495e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
602,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47910728e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
603,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.47966961e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
604,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48023194e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
605,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48079399e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
606,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48135631e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
607,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48191864e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
608,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48248125e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
609,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48304358e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
610,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4836059e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
611,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48416823e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
612,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48473056e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
613,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48529317e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
614,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48585549e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
615,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4864181e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
616,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48698043e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
617,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48754303e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
618,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48810564e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
619,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48866797e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
620,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48923057e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
621,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.48979318e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
622,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49035578e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
623,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49091839e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
624,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49148099e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
625,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4920436e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
626,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4926062e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
627,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49316881e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
628,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49373169e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
629,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4942943e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
630,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.4948569e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
631,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49541979e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
632,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49598239e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
633,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49654528e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
634,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49710788e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
635,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49767076e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
636,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49823365e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
637,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49879653e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
638,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49935914e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
639,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.49992202e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
640,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5004849e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
641,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50104779e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
642,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50161067e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
643,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50217383e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
644,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50273671e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
645,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50329959e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
646,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50386248e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
647,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50442564e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
648,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50498852e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
649,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50555168e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
650,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50611457e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
651,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50667773e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
652,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50724061e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
653,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50780377e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
654,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50836693e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
655,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50893009e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
656,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.50949325e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
657,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51005641e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
658,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51061957e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
659,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51118273e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
660,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51174589e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
661,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51230905e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
662,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51287222e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
663,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51343565e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
664,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51399881e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
665,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51456197e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
666,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51512541e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
667,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51568857e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
668,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51625201e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
669,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51681545e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
670,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51737861e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
671,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51794205e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
672,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51850549e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
673,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51906893e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
674,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.51963236e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
675,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5201958e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
676,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52075924e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
677,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52132268e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
678,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52188612e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
679,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52244955e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
680,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52301327e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
681,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52357671e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
682,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52414015e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
683,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52470386e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
684,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5252673e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
685,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52583102e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
686,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52639473e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
687,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52695817e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
688,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52752189e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
689,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5280856e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
690,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52864932e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
691,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52921303e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
692,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.52977675e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
693,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53034046e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
694,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53090418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
695,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5314679e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
696,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53203161e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
697,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53259533e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
698,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53315932e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
699,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53372304e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
700,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53428703e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
701,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53485075e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
702,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53541474e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
703,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53597845e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
704,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53654245e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
705,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53710644e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
706,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53767016e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
707,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53823415e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
708,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53879814e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
709,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53936214e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
710,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.53992613e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
711,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54049012e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
712,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54105412e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
713,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54161839e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
714,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54218238e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
715,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54274637e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
716,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54331064e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
717,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54387464e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
718,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54443863e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
719,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5450029e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
720,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54556717e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
721,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54613117e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
722,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54669544e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
723,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54725971e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
724,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54782398e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
725,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54838797e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
726,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54895224e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
727,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.54951651e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
728,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55008078e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
729,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55064506e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
730,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5512096e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
731,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55177388e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
732,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55233815e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
733,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55290269e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
734,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55346697e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
735,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55403124e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
736,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55459578e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
737,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55516006e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
738,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5557246e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
739,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55628915e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
740,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55685342e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
741,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55741797e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
742,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55798252e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
743,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55854707e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
744,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55911162e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
745,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.55967616e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
746,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56024071e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
747,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56080526e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
748,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56136981e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
749,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56193464e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
750,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56249918e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
751,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56306373e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
752,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56362856e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
753,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56419311e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
754,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56475793e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
755,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56532248e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
756,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56588731e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
757,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56645213e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
758,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56701696e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
759,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56758151e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
760,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56814633e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
761,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56871116e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
762,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56927599e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
763,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.56984081e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
764,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57040564e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
765,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57097074e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
766,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57153557e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
767,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57210039e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
768,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57266522e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
769,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57323032e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
770,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57379515e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
771,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57436025e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
772,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57492508e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
773,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57549018e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
774,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57605529e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
775,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57662011e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
776,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57718521e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
777,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57775032e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
778,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57831542e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
779,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57888053e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
780,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.57944563e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
781,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58001073e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
782,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58057584e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
783,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58114094e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
784,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58170632e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
785,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58227142e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
786,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58283653e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
787,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58340191e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
788,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58396701e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
789,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58453239e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
790,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5850975e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
791,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58566288e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
792,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58622826e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
793,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58679336e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
794,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58735874e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
