traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
596,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458239e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
597,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458295e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
598,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045835e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
599,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458406e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
600,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458461e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
601,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458517e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
602,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458572e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
603,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458628e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
604,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458655e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
605,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458711e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
606,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458766e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
607,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458822e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
608,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458878e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
609,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458933e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
610,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70458989e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
611,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459044e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
612,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459072e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
613,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459127e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
614,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459183e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
615,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459238e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
616,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459294e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
617,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459349e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
618,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459405e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
619,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045946e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
620,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459516e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
621,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459544e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
622,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459599e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
623,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459655e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
624,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7045971e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
625,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459766e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
626,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459821e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
627,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459877e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
628,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459932e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
629,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70459988e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
630,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460015e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
631,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460071e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
632,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460127e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
633,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460182e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
634,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460238e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
635,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460293e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
636,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460349e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
637,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460404e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
638,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460432e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
639,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460487e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
640,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460543e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
641,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460598e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
642,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460654e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
643,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460709e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
644,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460765e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
645,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046082e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
646,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460876e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
647,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460904e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
648,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70460959e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
649,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461015e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
650,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046107e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
651,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461126e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
652,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461181e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
653,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461237e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
654,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461292e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
655,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046132e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
656,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461376e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
657,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461431e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
658,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461487e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
659,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461542e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
660,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461598e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
661,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461653e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
662,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461709e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
663,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461764e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
664,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461792e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
665,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461847e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
666,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461903e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
667,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70461958e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
668,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462014e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
669,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462069e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
670,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462125e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
671,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046218e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
672,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462208e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
673,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462264e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
674,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462319e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
675,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462375e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
676,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046243e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
677,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462486e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
678,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462541e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
679,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462597e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
680,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462652e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
681,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046268e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
682,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462736e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
683,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462791e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
684,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462847e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
685,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462902e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
686,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70462958e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
687,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463013e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
688,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463069e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
689,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463124e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
690,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463152e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
691,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463207e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
692,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463263e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
693,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463318e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
694,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463374e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
695,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463429e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
696,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463485e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
697,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046354e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
698,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463568e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
699,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463624e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
700,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463679e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
701,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463735e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
702,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046379e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
703,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463846e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
704,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463901e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
705,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70463957e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
706,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464012e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
707,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046404e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
708,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464096e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
709,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464151e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
710,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464207e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
711,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464262e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
712,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464318e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
713,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464373e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
714,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464429e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
715,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464456e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
716,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464512e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
717,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464567e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
718,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464623e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
719,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464678e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
720,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464734e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
721,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464789e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
722,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464845e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
723,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704649e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
724,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464928e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
725,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70464984e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
726,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465039e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
727,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465095e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
728,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046515e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
729,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465206e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
730,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465261e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
731,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465317e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
732,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465345e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
733,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.704654e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
734,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465456e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
735,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465511e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
736,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465567e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
737,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465622e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
738,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465678e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
739,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465733e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
740,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465789e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
741,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465816e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
742,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465872e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
743,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465927e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
744,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70465983e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
745,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466038e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
746,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466094e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
747,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466149e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
748,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466205e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
749,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466233e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
750,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466288e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
751,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466344e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
752,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466399e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
753,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466455e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
754,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046651e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
755,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466566e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
756,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466621e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
757,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466677e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
758,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466705e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
759,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046676e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
760,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466816e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
761,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466871e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
762,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466927e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
763,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70466982e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
764,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467038e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
765,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467093e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
766,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467149e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
767,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467176e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
768,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467232e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
769,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467287e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
770,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467343e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
771,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467398e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
772,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467454e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
773,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467509e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
774,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467565e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
775,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467593e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
776,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467648e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
777,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467704e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
778,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467759e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
779,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467815e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
780,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046787e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
781,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467926e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
782,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70467981e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
783,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468037e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
784,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468065e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
785,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.7046812e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
786,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468176e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
787,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468231e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
788,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468287e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
789,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468342e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
790,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468398e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
791,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468453e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
792,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468481e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
793,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468536e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
794,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,2.70468592e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
